date_vente;heure;magasin;code_produit;libelle_produit;qte;prix_unitaire;mode_paiement
22/10/2025;14:41;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Cash
12/05/2026;14:34;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Cash
02/06/2025;16:31;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;22050;Cash
10/12/2025;09:16;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
30/10/2025;09:55;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
27/11/2025;11:20;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
31/03/2026;14:40;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
07/05/2026;08:09;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
07/06/2025;13:10;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
18/07/2025;10:11;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
07/02/2026;18:02;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
09/03/2026;10:35;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
23/07/2025;20:56;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;3;2000;Carte Bancaire
26/07/2025;08:50;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;2;15500;Carte Bancaire
01/02/2026;15:35;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;2;2000;Mobile Money
28/11/2025;18:04;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Cash
19/02/2026;08:09;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
12/08/2025;10:59;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
26/02/2026;13:11;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
05/03/2026;08:14;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
23/04/2026;20:25;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
16/11/2025;15:56;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
04/11/2025;19:17;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
28/01/2026;18:19;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
16/04/2026;14:11;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;2;28000;Cash
25/09/2025;08:12;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
25/12/2025;18:51;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;3;12000;Mobile Money
05/11/2025;15:25;Magasin-Bafoussam-01;P-0410;Huile Coco Bio 500 ml;1;4500;Mobile Money
07/01/2026;13:51;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
30/09/2025;11:28;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Cash
05/07/2025;09:33;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;3;12500;Cash
12/05/2026;09:51;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
25/10/2025;10:01;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
31/12/2025;15:57;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;3;12000;Orange Money
15/11/2025;14:25;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
06/04/2026;16:12;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
24/07/2025;14:00;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
14/04/2026;18:08;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;1;35000;Cash
26/01/2026;19:24;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
11/07/2025;11:44;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Cash
04/06/2025;08:41;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
02/05/2026;12:31;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Cash
26/12/2025;09:13;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;2;12500;Cash
04/12/2025;11:42;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
16/07/2025;15:04;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
06/11/2025;08:30;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
16/06/2025;09:26;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;10800;Cash
04/03/2026;18:36;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
20/02/2026;14:36;Magasin-Douala-02;P-0410;Huile Coco Bio 500 ml;1;4500;Cash
29/08/2025;10:40;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
21/08/2025;08:52;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
22/10/2025;08:05;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
21/08/2025;16:12;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;2;32000;Carte Bancaire
24/12/2025;21:28;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
24/04/2026;11:26;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
29/01/2026;19:26;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
29/05/2026;11:30;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;2;28000;Carte Bancaire
23/11/2025;15:45;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
14/02/2026;09:34;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;3;5000;Orange Money
25/08/2025;17:56;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;3;28800;Carte Bancaire
02/09/2025;21:24;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;10800;Cash
28/09/2025;14:13;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Cash
11/11/2025;09:00;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;1;35000;Orange Money
13/02/2026;20:13;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
29/03/2026;13:57;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
04/12/2025;12:33;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
08/05/2026;19:48;Magasin-Yaounde-01;P-0410;Huile Coco Bio 500 ml;1;4500;Orange Money
24/10/2025;17:25;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;14250;Mobile Money
04/05/2026;09:28;Magasin-Yaounde-01;P-0406;ROBE WAX AKWA;1;25200;Orange Money
17/02/2026;11:14;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
03/12/2025;20:01;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
08/09/2025;16:34;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
26/06/2025;20:54;Magasin-Yaounde-01;P-0406;Robe Wax Akwa;3;28000;Mobile Money
07/09/2025;11:19;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
17/12/2025;17:56;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
07/04/2026;08:38;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
13/11/2025;15:38;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4050;Orange Money
13/03/2026;11:03;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
07/12/2025;20:03;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
12/12/2025;17:23;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;2;15500;Cash
07/08/2025;17:24;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
04/11/2025;18:01;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;3;12000;Carte Bancaire
26/02/2026;21:37;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Cash
16/12/2025;20:34;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
31/10/2025;19:15;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;11875;Carte Bancaire
12/10/2025;10:29;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
28/12/2025;17:21;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
29/06/2025;09:55;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
01/10/2025;10:35;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;3;1900;Mobile Money
28/04/2026;15:30;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
13/11/2025;15:53;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
19/12/2025;09:48;Magasin-Douala-01;P-0411;Savon Noir Artisanal;3;2000;Orange Money
26/12/2025;19:48;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;15000;Cash
15/03/2026;20:34;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;1800;Orange Money
20/02/2026;08:39;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
08/11/2025;12:17;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;3;15500;Carte Bancaire
07/08/2025;15:24;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
29/03/2026;08:22;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
22/12/2025;17:26;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4050;Cash
09/11/2025;12:00;Magasin-Bafoussam-01;P-0401;Casque BT XR200;3;24500;Carte Bancaire
20/02/2026;21:05;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;1;35000;Cash
24/09/2025;13:27;Magasin-Douala-02;P-0411;Savon Noir Artisanal;3;2000;Mobile Money
16/10/2025;13:28;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
04/12/2025;14:18;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
09/05/2026;14:23;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
03/12/2025;19:04;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
05/03/2026;14:29;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
05/04/2026;12:43;Magasin-Yaounde-01;P-0401;casque bluetooth xr-200;1;24500;Cash
07/01/2026;16:42;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;2;12000;Orange Money
17/02/2026;20:15;Magasin-Yaounde-01;P-0410;Huile Coco Bio 500 ml;2;4500;Mobile Money
13/04/2026;21:47;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
31/12/2025;09:08;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
19/01/2026;15:09;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
18/10/2025;11:48;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
16/09/2025;13:59;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;3;4500;Mobile Money
25/03/2026;08:15;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;2;3500;Cash
12/08/2025;13:43;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
14/02/2026;15:23;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
27/10/2025;08:37;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3325;Orange Money
17/03/2026;10:46;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;2;12500;Cash
15/03/2026;13:40;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
28/10/2025;14:10;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
16/01/2026;16:51;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
07/05/2026;15:21;Magasin-Douala-02;P-0411;Savon Noir Artisanal;2;2000;Mobile Money
20/04/2026;12:58;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
22/06/2025;18:50;Magasin-Douala-02;P-0410;Huile Coco Bio 500 ml;1;4500;Mobile Money
11/05/2026;09:11;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
29/04/2026;14:39;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;2;5000;Orange Money
18/12/2025;14:17;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
22/11/2025;10:44;Magasin-Douala-01;P-0403;Power Bank 10000mAh;2;15000;Cash
03/06/2025;14:05;Magasin-Douala-02;P-0401;Casque BT XR200;1;24500;Mobile Money
08/02/2026;20:47;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
06/05/2026;14:31;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
29/01/2026;14:03;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;2;3325;Orange Money
13/04/2026;12:07;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3325;Mobile Money
10/10/2025;20:53;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;1;31500;Orange Money
17/10/2025;21:43;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
24/09/2025;15:55;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;2;15500;Orange Money
23/12/2025;11:49;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;4750;Cash
17/09/2025;17:52;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;30400;Mobile Money
19/12/2025;15:22;Magasin-Bafoussam-01;P-0401;casque bluetooth xr-200;1;24500;Carte Bancaire
22/11/2025;15:54;Magasin-Douala-02;P-0411;Savon Noir Artisanal;2;2000;Mobile Money
26/11/2025;09:30;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;15000;Cash
15/06/2025;08:50;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;3;4500;Orange Money
11/07/2025;20:23;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
04/08/2025;10:28;Magasin-Douala-01;P-0406;ROBE WAX AKWA;1;28000;Orange Money
06/12/2025;13:09;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;3;9000;Mobile Money
20/12/2025;16:41;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
29/09/2025;17:53;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
23/11/2025;15:28;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;3;4500;Orange Money
21/03/2026;14:40;Magasin-Douala-02;P-0411;Savon Noir Artisanal;3;1800;Orange Money
16/06/2025;18:46;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
10/07/2025;20:06;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
30/04/2026;15:09;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
28/05/2026;18:40;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;2;12000;Mobile Money
09/06/2025;16:47;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;2;28000;Orange Money
07/09/2025;17:34;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
13/09/2025;13:27;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
06/10/2025;10:18;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;3;4500;Orange Money
02/03/2026;12:15;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
24/04/2026;14:33;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
23/04/2026;21:21;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
11/12/2025;15:57;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
19/12/2025;11:17;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
06/08/2025;21:39;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
05/07/2025;09:29;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
19/01/2026;18:53;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
23/06/2025;14:19;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
06/10/2025;15:27;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Cash
25/10/2025;18:58;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
16/12/2025;18:12;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Mobile Money
07/11/2025;20:16;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
19/04/2026;17:32;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
30/05/2026;09:08;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;11875;Mobile Money
15/12/2025;13:12;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;2;5000;Orange Money
08/10/2025;16:00;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;28800;Mobile Money
17/12/2025;19:18;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
12/11/2025;14:40;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
15/12/2025;10:26;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;11250;Mobile Money
01/06/2025;11:29;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
19/08/2025;20:12;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;1800;Cash
30/03/2026;18:25;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
23/05/2026;17:35;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3150;Cash
27/12/2025;16:49;Magasin-Douala-02;P-0410;Huile Coco Bio 500 ml;2;4500;Orange Money
27/11/2025;08:39;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
14/02/2026;21:09;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;2;3500;Orange Money
08/04/2026;14:05;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4275;Carte Bancaire
28/03/2026;12:46;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
30/04/2026;15:38;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;2;24500;Carte Bancaire
02/11/2025;15:17;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;10800;Orange Money
12/06/2025;20:01;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Cash
12/11/2025;18:09;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
22/04/2026;08:44;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;1;9000;Mobile Money
27/07/2025;11:24;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;2;18000;Carte Bancaire
16/05/2026;15:43;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
30/04/2026;10:19;Magasin-Bafoussam-01;P-0406;Robe Wax Akwa;1;28000;Orange Money
26/10/2025;15:18;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
05/04/2026;17:06;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;2;12000;Orange Money
25/04/2026;18:49;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
18/08/2025;08:20;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;2;24500;Cash
11/12/2025;15:23;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;2;15000;Orange Money
14/12/2025;13:01;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;2;12500;Carte Bancaire
23/09/2025;08:11;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;1;9000;Carte Bancaire
01/10/2025;17:32;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
08/12/2025;18:47;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
19/11/2025;21:04;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
04/12/2025;13:20;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;12500;Cash
28/04/2026;09:39;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
22/05/2026;19:50;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
22/02/2026;10:28;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
06/04/2026;18:19;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;2;15500;Orange Money
07/05/2026;15:24;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
13/04/2026;13:10;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;15000;Mobile Money
11/06/2025;19:54;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4275;Orange Money
12/11/2025;21:53;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
02/10/2025;11:06;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;2;35000;Carte Bancaire
05/11/2025;19:15;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4500;Cash
07/12/2025;08:47;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
14/12/2025;20:44;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
11/09/2025;19:03;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
09/07/2025;14:00;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Cash
19/10/2025;12:43;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
05/12/2025;09:45;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
17/11/2025;13:46;Magasin-Douala-02;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
19/07/2025;18:12;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
04/05/2026;13:10;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Cash
02/05/2026;10:16;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
25/12/2025;09:14;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;23275;Orange Money
21/04/2026;12:03;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;26600;Cash
01/12/2025;16:23;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;10800;Cash
11/01/2026;20:24;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4275;Cash
02/06/2025;19:08;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
07/12/2025;15:51;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
13/11/2025;14:55;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
27/10/2025;12:15;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
05/10/2025;11:21;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
26/07/2025;10:13;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;1;9000;Carte Bancaire
16/11/2025;10:16;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;2;24500;Cash
26/05/2026;08:06;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
29/09/2025;18:37;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;2;32000;Carte Bancaire
12/12/2025;15:26;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
10/12/2025;20:34;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
03/12/2025;09:57;Magasin-Douala-01;P-0410;Huile Coco Bio 500 ml;1;4500;Mobile Money
30/09/2025;10:31;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;3;28000;Orange Money
10/09/2025;17:09;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
19/08/2025;14:10;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Cash
13/07/2025;13:11;Magasin-Douala-01;P-0403;Power Bank 10000mAh;2;15000;Orange Money
15/05/2026;17:55;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Mobile Money
01/11/2025;12:21;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;3;9000;Carte Bancaire
16/12/2025;08:33;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
18/06/2025;10:44;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;3;3500;Orange Money
23/11/2025;20:46;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;2;32000;Orange Money
26/03/2026;17:05;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;2;35000;Carte Bancaire
16/10/2025;15:23;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;13500;Orange Money
15/05/2026;08:30;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
03/11/2025;12:25;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
21/07/2025;11:47;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
13/12/2025;18:53;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;12500;Cash
06/12/2025;18:42;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;2;12000;Mobile Money
06/12/2025;14:11;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Orange Money
08/11/2025;12:30;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
